record_id,corpus_index,representation_class,generator_shape,n,transformation,transformation_class,contract,contract_class,subset_size_m,n_subsets_at_m,zero_count_at_m,minimal_k,irreducible
case_0839,894,R4,same_value_diff_source,3,T4_context,relational,P7_contradiction,noncancelling,2,3,3,1,False
case_0840,895,R3,overlap,4,T7_meta_destroying,elementwise,P8_composite,noncancelling,2,6,0,1,False
case_0841,895,R3,overlap,4,T7_meta_destroying,elementwise,P8_composite,noncancelling,3,4,0,1,False
case_0842,896,R4,repeat,4,T5_reference,elementwise,P1_result,noncancelling,2,6,0,1,False
case_0843,896,R4,repeat,4,T5_reference,elementwise,P1_result,noncancelling,3,4,0,1,False
case_0844,897,R1,same_value_diff_source,3,T7_meta_destroying,elementwise,P3_required,noncancelling,2,3,0,1,False
case_0845,898,R2,nested,5,T2_dedup,relational,P9_balance,cancelling,2,10,10,1,False
case_0846,898,R2,nested,5,T2_dedup,relational,P9_balance,cancelling,3,10,10,1,False
case_0847,898,R2,nested,5,T2_dedup,relational,P9_balance,cancelling,4,5,5,1,False
case_0848,900,R4,nested,5,T4_context,relational,P4_provenance,noncancelling,2,10,0,1,False
case_0849,900,R4,nested,5,T4_context,relational,P4_provenance,noncancelling,3,10,0,1,False
case_0850,900,R4,nested,5,T4_context,relational,P4_provenance,noncancelling,4,5,0,1,False
case_0851,901,R1,random,4,T8_interacting,relational,P9_balance,cancelling,2,6,6,1,False
case_0852,901,R1,random,4,T8_interacting,relational,P9_balance,cancelling,3,4,4,1,False
case_0853,902,R4,same_value_diff_source,3,T1_stopword,elementwise,P9_balance,cancelling,2,3,0,1,False
case_0854,907,R4,overlap,4,T4_context,relational,P5_uncertainty,noncancelling,2,6,2,irreducible,True
case_0855,907,R4,overlap,4,T4_context,relational,P5_uncertainty,noncancelling,3,4,0,1,False
case_0856,910,R1,nested,5,T5_reference,elementwise,P2_len,noncancelling,2,10,0,1,False
case_0857,910,R1,nested,5,T5_reference,elementwise,P2_len,noncancelling,3,10,0,1,False
case_0858,910,R1,nested,5,T5_reference,elementwise,P2_len,noncancelling,4,5,0,1,False
case_0859,912,R1,repeat,3,T1_stopword,elementwise,P2_len,noncancelling,2,3,3,1,False
case_0860,913,R1,same_value_diff_source,3,T4_context,relational,P1_result,noncancelling,2,3,3,1,False
case_0861,914,R1,nested,5,T3_normalize,elementwise,P8_composite,noncancelling,2,10,0,1,False
case_0862,914,R1,nested,5,T3_normalize,elementwise,P8_composite,noncancelling,3,10,0,1,False
case_0863,914,R1,nested,5,T3_normalize,elementwise,P8_composite,noncancelling,4,5,0,1,False
case_0864,916,R4,alternating,5,T4_context,relational,P5_uncertainty,noncancelling,2,10,0,1,False
case_0865,916,R4,alternating,5,T4_context,relational,P5_uncertainty,noncancelling,3,10,0,1,False
case_0866,916,R4,alternating,5,T4_context,relational,P5_uncertainty,noncancelling,4,5,0,1,False
case_0867,917,R2,alternating,5,T1_stopword,elementwise,P8_composite,noncancelling,2,10,3,1,False
case_0868,917,R2,alternating,5,T1_stopword,elementwise,P8_composite,noncancelling,3,10,1,1,False
case_0869,917,R2,alternating,5,T1_stopword,elementwise,P8_composite,noncancelling,4,5,0,1,False
case_0870,918,R3,overlap,4,T5_reference,elementwise,P4_provenance,noncancelling,2,6,0,1,False
case_0871,918,R3,overlap,4,T5_reference,elementwise,P4_provenance,noncancelling,3,4,0,1,False
case_0872,919,R4,same_value_diff_source,3,T6_meta_preserving,elementwise,P2_len,noncancelling,2,3,0,1,False
case_0873,921,R1,alternating,4,T5_reference,elementwise,P4_provenance,noncancelling,2,6,0,1,False
case_0874,921,R1,alternating,4,T5_reference,elementwise,P4_provenance,noncancelling,3,4,0,1,False
case_0875,924,R3,same_value_diff_source,3,T8_interacting,relational,P7_contradiction,noncancelling,2,3,3,1,False
case_0876,926,R3,overlap,4,T1_stopword,elementwise,P9_balance,cancelling,2,6,6,1,False
case_0877,926,R3,overlap,4,T1_stopword,elementwise,P9_balance,cancelling,3,4,4,1,False
case_0878,927,R4,nested,5,T3_normalize,elementwise,P2_len,noncancelling,2,10,0,1,False
case_0879,927,R4,nested,5,T3_normalize,elementwise,P2_len,noncancelling,3,10,0,1,False
case_0880,927,R4,nested,5,T3_normalize,elementwise,P2_len,noncancelling,4,5,0,1,False
case_0881,929,R1,nested,5,T5_reference,elementwise,P1_result,noncancelling,2,10,3,1,False
case_0882,929,R1,nested,5,T5_reference,elementwise,P1_result,noncancelling,3,10,1,1,False
case_0883,929,R1,nested,5,T5_reference,elementwise,P1_result,noncancelling,4,5,0,1,False
case_0884,930,R2,random,6,T1_stopword,elementwise,P2_len,noncancelling,2,15,0,1,False
case_0885,930,R2,random,6,T1_stopword,elementwise,P2_len,noncancelling,3,20,0,1,False
case_0886,930,R2,random,6,T1_stopword,elementwise,P2_len,noncancelling,4,15,0,1,False
case_0887,930,R2,random,6,T1_stopword,elementwise,P2_len,noncancelling,5,6,0,1,False
case_0888,932,R2,nested,5,T6_meta_preserving,elementwise,P9_balance,cancelling,2,10,10,1,False
case_0889,932,R2,nested,5,T6_meta_preserving,elementwise,P9_balance,cancelling,3,10,10,1,False
case_0890,932,R2,nested,5,T6_meta_preserving,elementwise,P9_balance,cancelling,4,5,5,1,False
case_0891,933,R2,random,5,T2_dedup,relational,P2_len,noncancelling,2,10,1,1,False
case_0892,933,R2,random,5,T2_dedup,relational,P2_len,noncancelling,3,10,0,1,False
case_0893,933,R2,random,5,T2_dedup,relational,P2_len,noncancelling,4,5,0,1,False
case_0894,934,R1,alternating,3,T7_meta_destroying,elementwise,P3_required,noncancelling,2,3,0,1,False
case_0895,939,R2,random,6,T8_interacting,relational,P8_composite,noncancelling,2,15,3,1,False
case_0896,939,R2,random,6,T8_interacting,relational,P8_composite,noncancelling,3,20,1,1,False
case_0897,939,R2,random,6,T8_interacting,relational,P8_composite,noncancelling,4,15,0,1,False
case_0898,939,R2,random,6,T8_interacting,relational,P8_composite,noncancelling,5,6,0,1,False
case_0899,943,R4,overlap,4,T7_meta_destroying,elementwise,P7_contradiction,noncancelling,2,6,0,1,False
case_0900,943,R4,overlap,4,T7_meta_destroying,elementwise,P7_contradiction,noncancelling,3,4,0,1,False
case_0901,948,R4,alternating,3,T3_normalize,elementwise,P9_balance,cancelling,2,3,1,1,False
case_0902,952,R2,nested,5,T8_interacting,relational,P6_scope,noncancelling,2,10,6,irreducible,True
case_0903,952,R2,nested,5,T8_interacting,relational,P6_scope,noncancelling,3,10,3,irreducible,True
case_0904,952,R2,nested,5,T8_interacting,relational,P6_scope,noncancelling,4,5,0,1,False
case_0905,953,R3,overlap,4,T8_interacting,relational,P8_composite,noncancelling,2,6,5,irreducible,True
case_0906,953,R3,overlap,4,T8_interacting,relational,P8_composite,noncancelling,3,4,2,2,False
case_0907,955,R2,nested,5,T8_interacting,relational,P9_balance,cancelling,2,10,10,1,False
case_0908,955,R2,nested,5,T8_interacting,relational,P9_balance,cancelling,3,10,10,1,False
case_0909,955,R2,nested,5,T8_interacting,relational,P9_balance,cancelling,4,5,5,1,False
case_0910,958,R3,random,3,T1_stopword,elementwise,P5_uncertainty,noncancelling,2,3,0,1,False
case_0911,959,R3,random,6,T7_meta_destroying,elementwise,P2_len,noncancelling,2,15,0,1,False
case_0912,959,R3,random,6,T7_meta_destroying,elementwise,P2_len,noncancelling,3,20,0,1,False
case_0913,959,R3,random,6,T7_meta_destroying,elementwise,P2_len,noncancelling,4,15,0,1,False
case_0914,959,R3,random,6,T7_meta_destroying,elementwise,P2_len,noncancelling,5,6,0,1,False
case_0915,967,R3,nested,5,T3_normalize,elementwise,P9_balance,cancelling,2,10,10,1,False
case_0916,967,R3,nested,5,T3_normalize,elementwise,P9_balance,cancelling,3,10,10,1,False
case_0917,967,R3,nested,5,T3_normalize,elementwise,P9_balance,cancelling,4,5,5,1,False
case_0918,968,R3,same_value_diff_source,3,T2_dedup,relational,P6_scope,noncancelling,2,3,3,1,False
case_0919,970,R4,same_value_diff_source,3,T5_reference,elementwise,P3_required,noncancelling,2,3,0,1,False
case_0920,972,R2,repeat,4,T1_stopword,elementwise,P1_result,noncancelling,2,6,0,1,False
case_0921,972,R2,repeat,4,T1_stopword,elementwise,P1_result,noncancelling,3,4,0,1,False
case_0922,973,R1,same_value_diff_source,3,T7_meta_destroying,elementwise,P6_scope,noncancelling,2,3,0,1,False
case_0923,974,R4,alternating,4,T3_normalize,elementwise,P7_contradiction,noncancelling,2,6,0,1,False
case_0924,974,R4,alternating,4,T3_normalize,elementwise,P7_contradiction,noncancelling,3,4,0,1,False
case_0925,976,R3,same_value_diff_source,3,T5_reference,elementwise,P7_contradiction,noncancelling,2,3,3,1,False
case_0926,977,R1,overlap,4,T1_stopword,elementwise,P2_len,noncancelling,2,6,1,1,False
case_0927,977,R1,overlap,4,T1_stopword,elementwise,P2_len,noncancelling,3,4,0,1,False
case_0928,987,R2,repeat,4,T8_interacting,relational,P4_provenance,noncancelling,2,6,3,1,False
case_0929,987,R2,repeat,4,T8_interacting,relational,P4_provenance,noncancelling,3,4,2,irreducible,True
case_0930,988,R3,alternating,4,T2_dedup,relational,P9_balance,cancelling,2,6,6,1,False
case_0931,988,R3,alternating,4,T2_dedup,relational,P9_balance,cancelling,3,4,4,1,False
case_0932,989,R4,overlap,4,T3_normalize,elementwise,P5_uncertainty,noncancelling,2,6,0,1,False
case_0933,989,R4,overlap,4,T3_normalize,elementwise,P5_uncertainty,noncancelling,3,4,0,1,False
case_0934,995,R2,alternating,5,T3_normalize,elementwise,P2_len,noncancelling,2,10,0,1,False
case_0935,995,R2,alternating,5,T3_normalize,elementwise,P2_len,noncancelling,3,10,0,1,False
case_0936,995,R2,alternating,5,T3_normalize,elementwise,P2_len,noncancelling,4,5,0,1,False
case_0937,999,R4,overlap,4,T8_interacting,relational,P4_provenance,noncancelling,2,6,3,1,False
case_0938,999,R4,overlap,4,T8_interacting,relational,P4_provenance,noncancelling,3,4,1,1,False
case_0939,1004,R3,alternating,4,T1_stopword,elementwise,P7_contradiction,noncancelling,2,6,1,1,False
case_0940,1004,R3,alternating,4,T1_stopword,elementwise,P7_contradiction,noncancelling,3,4,0,1,False
case_0941,1005,R4,overlap,4,T8_interacting,relational,P5_uncertainty,noncancelling,2,6,3,1,False
case_0942,1005,R4,overlap,4,T8_interacting,relational,P5_uncertainty,noncancelling,3,4,1,1,False
case_0943,1006,R4,alternating,5,T5_reference,elementwise,P4_provenance,noncancelling,2,10,0,1,False
case_0944,1006,R4,alternating,5,T5_reference,elementwise,P4_provenance,noncancelling,3,10,0,1,False
case_0945,1006,R4,alternating,5,T5_reference,elementwise,P4_provenance,noncancelling,4,5,0,1,False
case_0946,1010,R4,repeat,4,T3_normalize,elementwise,P3_required,noncancelling,2,6,0,1,False
case_0947,1010,R4,repeat,4,T3_normalize,elementwise,P3_required,noncancelling,3,4,0,1,False
case_0948,1011,R1,alternating,5,T7_meta_destroying,elementwise,P2_len,noncancelling,2,10,0,1,False
case_0949,1011,R1,alternating,5,T7_meta_destroying,elementwise,P2_len,noncancelling,3,10,0,1,False
case_0950,1011,R1,alternating,5,T7_meta_destroying,elementwise,P2_len,noncancelling,4,5,0,1,False
case_0951,1012,R2,repeat,3,T4_context,relational,P8_composite,noncancelling,2,3,1,1,False
case_0952,1015,R3,same_value_diff_source,3,T3_normalize,elementwise,P7_contradiction,noncancelling,2,3,0,1,False
case_0953,1016,R1,nested,5,T5_reference,elementwise,P7_contradiction,noncancelling,2,10,0,1,False
case_0954,1016,R1,nested,5,T5_reference,elementwise,P7_contradiction,noncancelling,3,10,0,1,False
case_0955,1016,R1,nested,5,T5_reference,elementwise,P7_contradiction,noncancelling,4,5,0,1,False
case_0956,1021,R3,nested,5,T5_reference,elementwise,P9_balance,cancelling,2,10,10,1,False
case_0957,1021,R3,nested,5,T5_reference,elementwise,P9_balance,cancelling,3,10,10,1,False
case_0958,1021,R3,nested,5,T5_reference,elementwise,P9_balance,cancelling,4,5,5,1,False
case_0959,1023,R1,random,4,T3_normalize,elementwise,P7_contradiction,noncancelling,2,6,0,1,False
case_0960,1023,R1,random,4,T3_normalize,elementwise,P7_contradiction,noncancelling,3,4,0,1,False
case_0961,1025,R1,nested,5,T3_normalize,elementwise,P4_provenance,noncancelling,2,10,0,1,False
case_0962,1025,R1,nested,5,T3_normalize,elementwise,P4_provenance,noncancelling,3,10,0,1,False
case_0963,1025,R1,nested,5,T3_normalize,elementwise,P4_provenance,noncancelling,4,5,0,1,False
case_0964,1026,R1,nested,5,T8_interacting,relational,P8_composite,noncancelling,2,10,6,irreducible,True
case_0965,1026,R1,nested,5,T8_interacting,relational,P8_composite,noncancelling,3,10,3,irreducible,True
case_0966,1026,R1,nested,5,T8_interacting,relational,P8_composite,noncancelling,4,5,0,1,False
case_0967,1029,R3,alternating,5,T5_reference,elementwise,P4_provenance,noncancelling,2,10,0,1,False
case_0968,1029,R3,alternating,5,T5_reference,elementwise,P4_provenance,noncancelling,3,10,0,1,False
case_0969,1029,R3,alternating,5,T5_reference,elementwise,P4_provenance,noncancelling,4,5,0,1,False
case_0970,1030,R1,random,4,T6_meta_preserving,elementwise,P3_required,noncancelling,2,6,0,1,False
case_0971,1030,R1,random,4,T6_meta_preserving,elementwise,P3_required,noncancelling,3,4,0,1,False
case_0972,1031,R3,nested,5,T7_meta_destroying,elementwise,P1_result,noncancelling,2,10,0,1,False
case_0973,1031,R3,nested,5,T7_meta_destroying,elementwise,P1_result,noncancelling,3,10,0,1,False
case_0974,1031,R3,nested,5,T7_meta_destroying,elementwise,P1_result,noncancelling,4,5,0,1,False
case_0975,1036,R2,overlap,4,T6_meta_preserving,elementwise,P1_result,noncancelling,2,6,0,1,False
case_0976,1036,R2,overlap,4,T6_meta_preserving,elementwise,P1_result,noncancelling,3,4,0,1,False
case_0977,1038,R1,nested,5,T4_context,relational,P9_balance,cancelling,2,10,10,1,False
case_0978,1038,R1,nested,5,T4_context,relational,P9_balance,cancelling,3,10,10,1,False
case_0979,1038,R1,nested,5,T4_context,relational,P9_balance,cancelling,4,5,5,1,False
case_0980,1041,R1,random,3,T4_context,relational,P4_provenance,noncancelling,2,3,0,1,False
case_0981,1045,R3,nested,5,T5_reference,elementwise,P4_provenance,noncancelling,2,10,0,1,False
case_0982,1045,R3,nested,5,T5_reference,elementwise,P4_provenance,noncancelling,3,10,0,1,False
case_0983,1045,R3,nested,5,T5_reference,elementwise,P4_provenance,noncancelling,4,5,0,1,False
case_0984,1048,R4,nested,5,T1_stopword,elementwise,P9_balance,cancelling,2,10,4,1,False
case_0985,1048,R4,nested,5,T1_stopword,elementwise,P9_balance,cancelling,3,10,4,1,False
case_0986,1048,R4,nested,5,T1_stopword,elementwise,P9_balance,cancelling,4,5,3,1,False
case_0987,1051,R1,repeat,4,T1_stopword,elementwise,P5_uncertainty,noncancelling,2,6,0,1,False
case_0988,1051,R1,repeat,4,T1_stopword,elementwise,P5_uncertainty,noncancelling,3,4,0,1,False
case_0989,1055,R4,nested,5,T6_meta_preserving,elementwise,P3_required,noncancelling,2,10,0,1,False
case_0990,1055,R4,nested,5,T6_meta_preserving,elementwise,P3_required,noncancelling,3,10,0,1,False
case_0991,1055,R4,nested,5,T6_meta_preserving,elementwise,P3_required,noncancelling,4,5,0,1,False
case_0992,1057,R1,same_value_diff_source,3,T6_meta_preserving,elementwise,P6_scope,noncancelling,2,3,0,1,False
case_0993,1058,R2,nested,5,T4_context,relational,P2_len,noncancelling,2,10,0,1,False
case_0994,1058,R2,nested,5,T4_context,relational,P2_len,noncancelling,3,10,0,1,False
case_0995,1058,R2,nested,5,T4_context,relational,P2_len,noncancelling,4,5,0,1,False
case_0996,1059,R2,nested,5,T4_context,relational,P6_scope,noncancelling,2,10,0,1,False
case_0997,1059,R2,nested,5,T4_context,relational,P6_scope,noncancelling,3,10,0,1,False
case_0998,1059,R2,nested,5,T4_context,relational,P6_scope,noncancelling,4,5,0,1,False
case_0999,1061,R2,alternating,4,T8_interacting,relational,P6_scope,noncancelling,2,6,3,irreducible,True
case_1000,1061,R2,alternating,4,T8_interacting,relational,P6_scope,noncancelling,3,4,0,1,False
case_1001,1065,R2,same_value_diff_source,3,T4_context,relational,P3_required,noncancelling,2,3,3,1,False
case_1002,1066,R4,nested,5,T4_context,relational,P3_required,noncancelling,2,10,0,1,False
case_1003,1066,R4,nested,5,T4_context,relational,P3_required,noncancelling,3,10,0,1,False
case_1004,1066,R4,nested,5,T4_context,relational,P3_required,noncancelling,4,5,0,1,False
case_1005,1067,R4,nested,5,T3_normalize,elementwise,P8_composite,noncancelling,2,10,0,1,False
case_1006,1067,R4,nested,5,T3_normalize,elementwise,P8_composite,noncancelling,3,10,0,1,False
case_1007,1067,R4,nested,5,T3_normalize,elementwise,P8_composite,noncancelling,4,5,0,1,False
case_1008,1070,R2,same_value_diff_source,3,T1_stopword,elementwise,P8_composite,noncancelling,2,3,3,1,False
case_1009,1072,R2,random,5,T5_reference,elementwise,P7_contradiction,noncancelling,2,10,0,1,False
case_1010,1072,R2,random,5,T5_reference,elementwise,P7_contradiction,noncancelling,3,10,0,1,False
case_1011,1072,R2,random,5,T5_reference,elementwise,P7_contradiction,noncancelling,4,5,0,1,False
case_1012,1077,R3,nested,5,T5_reference,elementwise,P8_composite,noncancelling,2,10,0,1,False
case_1013,1077,R3,nested,5,T5_reference,elementwise,P8_composite,noncancelling,3,10,0,1,False
case_1014,1077,R3,nested,5,T5_reference,elementwise,P8_composite,noncancelling,4,5,0,1,False
case_1015,1080,R2,same_value_diff_source,3,T7_meta_destroying,elementwise,P7_contradiction,noncancelling,2,3,0,1,False
case_1016,1082,R2,repeat,3,T1_stopword,elementwise,P7_contradiction,noncancelling,2,3,0,1,False
case_1017,1083,R2,same_value_diff_source,3,T3_normalize,elementwise,P4_provenance,noncancelling,2,3,0,1,False
case_1018,1091,R4,same_value_diff_source,3,T8_interacting,relational,P4_provenance,noncancelling,2,3,1,1,False
case_1019,1092,R3,overlap,4,T5_reference,elementwise,P9_balance,cancelling,2,6,6,1,False
case_1020,1092,R3,overlap,4,T5_reference,elementwise,P9_balance,cancelling,3,4,4,1,False
case_1021,1094,R2,nested,5,T8_interacting,relational,P6_scope,noncancelling,2,10,9,irreducible,True
case_1022,1094,R2,nested,5,T8_interacting,relational,P6_scope,noncancelling,3,10,7,2,False
case_1023,1094,R2,nested,5,T8_interacting,relational,P6_scope,noncancelling,4,5,2,2,False
case_1024,1102,R2,overlap,4,T7_meta_destroying,elementwise,P3_required,noncancelling,2,6,0,1,False
case_1025,1102,R2,overlap,4,T7_meta_destroying,elementwise,P3_required,noncancelling,3,4,0,1,False
case_1026,1103,R1,alternating,3,T6_meta_preserving,elementwise,P2_len,noncancelling,2,3,0,1,False
case_1027,1105,R2,repeat,3,T1_stopword,elementwise,P6_scope,noncancelling,2,3,0,1,False
case_1028,1108,R3,repeat,4,T1_stopword,elementwise,P6_scope,noncancelling,2,6,6,1,False
case_1029,1108,R3,repeat,4,T1_stopword,elementwise,P6_scope,noncancelling,3,4,4,1,False
case_1030,1111,R4,repeat,3,T3_normalize,elementwise,P2_len,noncancelling,2,3,0,1,False
case_1031,1113,R4,same_value_diff_source,3,T7_meta_destroying,elementwise,P3_required,noncancelling,2,3,0,1,False
case_1032,1114,R3,random,3,T7_meta_destroying,elementwise,P5_uncertainty,noncancelling,2,3,0,1,False
case_1033,1115,R1,same_value_diff_source,3,T6_meta_preserving,elementwise,P8_composite,noncancelling,2,3,0,1,False
case_1034,1116,R1,same_value_diff_source,3,T1_stopword,elementwise,P6_scope,noncancelling,2,3,0,1,False
case_1035,1117,R1,same_value_diff_source,3,T5_reference,elementwise,P2_len,noncancelling,2,3,0,1,False
case_1036,1118,R2,repeat,4,T6_meta_preserving,elementwise,P1_result,noncancelling,2,6,0,1,False
case_1037,1118,R2,repeat,4,T6_meta_preserving,elementwise,P1_result,noncancelling,3,4,0,1,False
case_1038,1119,R4,nested,5,T3_normalize,elementwise,P5_uncertainty,noncancelling,2,10,0,1,False
case_1039,1119,R4,nested,5,T3_normalize,elementwise,P5_uncertainty,noncancelling,3,10,0,1,False
case_1040,1119,R4,nested,5,T3_normalize,elementwise,P5_uncertainty,noncancelling,4,5,0,1,False
case_1041,1121,R1,random,3,T7_meta_destroying,elementwise,P7_contradiction,noncancelling,2,3,0,1,False
case_1042,1123,R1,nested,5,T4_context,relational,P2_len,noncancelling,2,10,0,1,False
case_1043,1123,R1,nested,5,T4_context,relational,P2_len,noncancelling,3,10,0,1,False
case_1044,1123,R1,nested,5,T4_context,relational,P2_len,noncancelling,4,5,0,1,False
case_1045,1125,R1,repeat,3,T1_stopword,elementwise,P3_required,noncancelling,2,3,0,1,False
case_1046,1128,R4,overlap,4,T1_stopword,elementwise,P2_len,noncancelling,2,6,1,1,False
case_1047,1128,R4,overlap,4,T1_stopword,elementwise,P2_len,noncancelling,3,4,0,1,False
case_1048,1130,R4,overlap,4,T2_dedup,relational,P5_uncertainty,noncancelling,2,6,2,irreducible,True
case_1049,1130,R4,overlap,4,T2_dedup,relational,P5_uncertainty,noncancelling,3,4,0,1,False
case_1050,1132,R2,overlap,4,T2_dedup,relational,P4_provenance,noncancelling,2,6,2,irreducible,True
case_1051,1132,R2,overlap,4,T2_dedup,relational,P4_provenance,noncancelling,3,4,0,1,False
case_1052,1133,R3,overlap,4,T1_stopword,elementwise,P1_result,noncancelling,2,6,1,1,False
case_1053,1133,R3,overlap,4,T1_stopword,elementwise,P1_result,noncancelling,3,4,0,1,False
case_1054,1134,R1,same_value_diff_source,3,T5_reference,elementwise,P5_uncertainty,noncancelling,2,3,3,1,False
case_1055,1135,R4,alternating,6,T4_context,relational,P7_contradiction,noncancelling,2,15,0,1,False
case_1056,1135,R4,alternating,6,T4_context,relational,P7_contradiction,noncancelling,3,20,0,1,False
case_1057,1135,R4,alternating,6,T4_context,relational,P7_contradiction,noncancelling,4,15,0,1,False
case_1058,1135,R4,alternating,6,T4_context,relational,P7_contradiction,noncancelling,5,6,0,1,False
case_1059,1136,R2,overlap,4,T4_context,relational,P5_uncertainty,noncancelling,2,6,2,irreducible,True
case_1060,1136,R2,overlap,4,T4_context,relational,P5_uncertainty,noncancelling,3,4,0,1,False
case_1061,1137,R3,same_value_diff_source,3,T5_reference,elementwise,P9_balance,cancelling,2,3,0,1,False
case_1062,1138,R3,overlap,4,T8_interacting,relational,P2_len,noncancelling,2,6,5,irreducible,True
case_1063,1138,R3,overlap,4,T8_interacting,relational,P2_len,noncancelling,3,4,2,2,False
case_1064,1141,R2,repeat,4,T8_interacting,relational,P8_composite,noncancelling,2,6,3,1,False
case_1065,1141,R2,repeat,4,T8_interacting,relational,P8_composite,noncancelling,3,4,1,1,False
case_1066,1144,R3,same_value_diff_source,3,T4_context,relational,P1_result,noncancelling,2,3,3,1,False
case_1067,1147,R3,alternating,5,T3_normalize,elementwise,P5_uncertainty,noncancelling,2,10,0,1,False
case_1068,1147,R3,alternating,5,T3_normalize,elementwise,P5_uncertainty,noncancelling,3,10,0,1,False
case_1069,1147,R3,alternating,5,T3_normalize,elementwise,P5_uncertainty,noncancelling,4,5,0,1,False
case_1070,1149,R4,repeat,4,T1_stopword,elementwise,P4_provenance,noncancelling,2,6,6,1,False
case_1071,1149,R4,repeat,4,T1_stopword,elementwise,P4_provenance,noncancelling,3,4,4,1,False
case_1072,1150,R2,alternating,4,T8_interacting,relational,P8_composite,noncancelling,2,6,1,1,False
case_1073,1150,R2,alternating,4,T8_interacting,relational,P8_composite,noncancelling,3,4,0,1,False
case_1074,1151,R2,repeat,4,T8_interacting,relational,P3_required,noncancelling,2,6,6,1,False
case_1075,1151,R2,repeat,4,T8_interacting,relational,P3_required,noncancelling,3,4,4,1,False
case_1076,1154,R1,alternating,4,T4_context,relational,P2_len,noncancelling,2,6,0,1,False
case_1077,1154,R1,alternating,4,T4_context,relational,P2_len,noncancelling,3,4,0,1,False
case_1078,1155,R3,nested,5,T8_interacting,relational,P4_provenance,noncancelling,2,10,6,irreducible,True
case_1079,1155,R3,nested,5,T8_interacting,relational,P4_provenance,noncancelling,3,10,3,irreducible,True
case_1080,1155,R3,nested,5,T8_interacting,relational,P4_provenance,noncancelling,4,5,0,1,False
case_1081,1156,R4,overlap,4,T4_context,relational,P1_result,noncancelling,2,6,4,irreducible,True
case_1082,1156,R4,overlap,4,T4_context,relational,P1_result,noncancelling,3,4,0,1,False
case_1083,1157,R1,same_value_diff_source,3,T8_interacting,relational,P4_provenance,noncancelling,2,3,3,1,False
case_1084,1158,R3,same_value_diff_source,3,T6_meta_preserving,elementwise,P5_uncertainty,noncancelling,2,3,0,1,False
case_1085,1161,R1,nested,5,T2_dedup,relational,P1_result,noncancelling,2,10,6,irreducible,True
case_1086,1161,R1,nested,5,T2_dedup,relational,P1_result,noncancelling,3,10,3,irreducible,True
case_1087,1161,R1,nested,5,T2_dedup,relational,P1_result,noncancelling,4,5,0,1,False
case_1088,1164,R1,overlap,4,T3_normalize,elementwise,P6_scope,noncancelling,2,6,0,1,False
case_1089,1164,R1,overlap,4,T3_normalize,elementwise,P6_scope,noncancelling,3,4,0,1,False
case_1090,1165,R2,nested,5,T5_reference,elementwise,P8_composite,noncancelling,2,10,0,1,False
case_1091,1165,R2,nested,5,T5_reference,elementwise,P8_composite,noncancelling,3,10,0,1,False
case_1092,1165,R2,nested,5,T5_reference,elementwise,P8_composite,noncancelling,4,5,0,1,False
case_1093,1166,R2,alternating,3,T6_meta_preserving,elementwise,P1_result,noncancelling,2,3,0,1,False
case_1094,1167,R3,random,3,T4_context,relational,P6_scope,noncancelling,2,3,0,1,False
case_1095,1168,R3,alternating,5,T1_stopword,elementwise,P4_provenance,noncancelling,2,10,0,1,False
case_1096,1168,R3,alternating,5,T1_stopword,elementwise,P4_provenance,noncancelling,3,10,0,1,False
case_1097,1168,R3,alternating,5,T1_stopword,elementwise,P4_provenance,noncancelling,4,5,0,1,False
case_1098,1170,R2,same_value_diff_source,3,T3_normalize,elementwise,P2_len,noncancelling,2,3,0,1,False
case_1099,1171,R2,random,6,T7_meta_destroying,elementwise,P1_result,noncancelling,2,15,0,1,False
case_1100,1171,R2,random,6,T7_meta_destroying,elementwise,P1_result,noncancelling,3,20,0,1,False
case_1101,1171,R2,random,6,T7_meta_destroying,elementwise,P1_result,noncancelling,4,15,0,1,False
case_1102,1171,R2,random,6,T7_meta_destroying,elementwise,P1_result,noncancelling,5,6,0,1,False
case_1103,1172,R3,random,5,T5_reference,elementwise,P1_result,noncancelling,2,10,0,1,False
case_1104,1172,R3,random,5,T5_reference,elementwise,P1_result,noncancelling,3,10,0,1,False
case_1105,1172,R3,random,5,T5_reference,elementwise,P1_result,noncancelling,4,5,0,1,False
case_1106,1173,R3,overlap,4,T6_meta_preserving,elementwise,P5_uncertainty,noncancelling,2,6,0,1,False
case_1107,1173,R3,overlap,4,T6_meta_preserving,elementwise,P5_uncertainty,noncancelling,3,4,0,1,False
case_1108,1174,R1,nested,5,T3_normalize,elementwise,P4_provenance,noncancelling,2,10,0,1,False
case_1109,1174,R1,nested,5,T3_normalize,elementwise,P4_provenance,noncancelling,3,10,0,1,False
case_1110,1174,R1,nested,5,T3_normalize,elementwise,P4_provenance,noncancelling,4,5,0,1,False
case_1111,1181,R4,overlap,4,T6_meta_preserving,elementwise,P4_provenance,noncancelling,2,6,0,1,False
case_1112,1181,R4,overlap,4,T6_meta_preserving,elementwise,P4_provenance,noncancelling,3,4,0,1,False
case_1113,1183,R2,overlap,4,T7_meta_destroying,elementwise,P6_scope,noncancelling,2,6,0,1,False
case_1114,1183,R2,overlap,4,T7_meta_destroying,elementwise,P6_scope,noncancelling,3,4,0,1,False
