test_id	test_class	test_method	phpunit_result	assertions	time_s	first_detail_line	structural_layer	structural_area	business_intent	business_invariant	lifecycle_state	capability	actor	authorization	entry_point	authoritative_decision_source	business_decision_ownership	fixture_assumptions	expected_behaviour	failure_classification	evidence	coverage_contribution	coverage_gap	legacy_observation	open_question
Tests\Unit\Domain\Election\Security\LegitimacyOutcomeTest::test_has_four_outcomes	Tests\Unit\Domain\Election\Security\LegitimacyOutcomeTest	test_has_four_outcomes	PASSED	1	0.000		Domain (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\LegitimacyOutcomeTest::test_investigate_maps_from_inconclusive	Tests\Unit\Domain\Election\Security\LegitimacyOutcomeTest	test_investigate_maps_from_inconclusive	PASSED	2	0.000		Domain (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\NetworkTrustEvidenceTest::test_exceeds_limit_attested_trust_level	Tests\Unit\Domain\Election\Security\NetworkTrustEvidenceTest	test_exceeds_limit_attested_trust_level	PASSED	1	0.000		Domain (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\NetworkTrustEvidenceTest::test_exceeds_limit_continuity_verified_trust_level	Tests\Unit\Domain\Election\Security\NetworkTrustEvidenceTest	test_exceeds_limit_continuity_verified_trust_level	PASSED	1	0.000		Domain (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\NetworkTrustEvidenceTest::test_exceeds_limit_registrar_attested_trust_level	Tests\Unit\Domain\Election\Security\NetworkTrustEvidenceTest	test_exceeds_limit_registrar_attested_trust_level	PASSED	1	0.000		Domain (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\NetworkTrustEvidenceTest::test_exceeds_limit_unverified_trust_level	Tests\Unit\Domain\Election\Security\NetworkTrustEvidenceTest	test_exceeds_limit_unverified_trust_level	PASSED	1	0.000		Domain (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\NetworkTrustEvidenceTest::test_not_exceeds_limit_unverified_trust_level	Tests\Unit\Domain\Election\Security\NetworkTrustEvidenceTest	test_not_exceeds_limit_unverified_trust_level	PASSED	1	0.000		Domain (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\NetworkTrustEvidenceTest::test_not_whitelisted_when_empty_whitelist	Tests\Unit\Domain\Election\Security\NetworkTrustEvidenceTest	test_not_whitelisted_when_empty_whitelist	PASSED	1	0.000		Domain (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\NetworkTrustEvidenceTest::test_not_whitelisted_when_no_whitelist	Tests\Unit\Domain\Election\Security\NetworkTrustEvidenceTest	test_not_whitelisted_when_no_whitelist	PASSED	1	0.000		Domain (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\NetworkTrustEvidenceTest::test_remaining_votes_calculates_correctly	Tests\Unit\Domain\Election\Security\NetworkTrustEvidenceTest	test_remaining_votes_calculates_correctly	PASSED	2	0.000		Domain (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\NetworkTrustEvidenceTest::test_satisfies_network_attestation_when_registered_ip_matches	Tests\Unit\Domain\Election\Security\NetworkTrustEvidenceTest	test_satisfies_network_attestation_when_registered_ip_matches	PASSED	1	0.000		Domain (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\NetworkTrustEvidenceTest::test_satisfies_network_attestation_when_restriction_disabled	Tests\Unit\Domain\Election\Security\NetworkTrustEvidenceTest	test_satisfies_network_attestation_when_restriction_disabled	PASSED	1	0.000		Domain (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\NetworkTrustEvidenceTest::test_whitelisted_when_current_ip_in_whitelist	Tests\Unit\Domain\Election\Security\NetworkTrustEvidenceTest	test_whitelisted_when_current_ip_in_whitelist	PASSED	1	0.000		Domain (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\OverlayObservationSummaryTest::test_context_readonly_immutability	Tests\Unit\Domain\Election\Security\OverlayObservationSummaryTest	test_context_readonly_immutability	PASSED	1	0.000		Domain (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\OverlayObservationSummaryTest::test_context_with_attestation_present_signal	Tests\Unit\Domain\Election\Security\OverlayObservationSummaryTest	test_context_with_attestation_present_signal	PASSED	1	0.000		Domain (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\OverlayObservationSummaryTest::test_context_with_context_stable_signals_has_no_observations	Tests\Unit\Domain\Election\Security\OverlayObservationSummaryTest	test_context_with_context_stable_signals_has_no_observations	PASSED	2	0.000		Domain (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\OverlayObservationSummaryTest::test_context_with_evidence_inconsistent_signal_indicates_concern	Tests\Unit\Domain\Election\Security\OverlayObservationSummaryTest	test_context_with_evidence_inconsistent_signal_indicates_concern	PASSED	2	0.000		Domain (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\OverlayObservationSummaryTest::test_no_observations_returns_minimal_context	Tests\Unit\Domain\Election\Security\OverlayObservationSummaryTest	test_no_observations_returns_minimal_context	PASSED	4	0.000		Domain (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\OverlaySignalTest::test_continue_signal_has_no_concern	Tests\Unit\Domain\Election\Security\OverlaySignalTest	test_continue_signal_has_no_concern	ERROR	0	0.000	Error: Class "App\Domain\Election\Security\OverlaySignal" not found	Domain (structural)	Election Security	NOT_ESTABLISHED — the test class was not read; only its failure mechanism was established	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	direct call — structural inference only	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	Test/obsolete-reference defect — the test names App\Domain\Election\Security\OverlaySignal; the class exists at App\Domain\Election\Security\Simplified\OverlaySignal. EVIDENCE: filesystem. Consistent with a namespace reorganisation the test did not follow	JUnit run 2026-08-12; find over app/ locating the class under Simplified	Contributes nothing at present — the class cannot be loaded	Whatever OverlaySignal behaviour this protected is currently UNVERIFIED	NOT_ESTABLISHED — a moved namespace is not the same as a retired representation	Was the reorganisation deliberate, and should the test move or the class be re-exported? Business meaning NOT established
Tests\Unit\Domain\Election\Security\OverlaySignalTest::test_defer_to_governance_signal_indicates_review_required	Tests\Unit\Domain\Election\Security\OverlaySignalTest	test_defer_to_governance_signal_indicates_review_required	ERROR	0	0.000	Error: Class "App\Domain\Election\Security\OverlaySignal" not found	Domain (structural)	Election Security	NOT_ESTABLISHED — the test class was not read; only its failure mechanism was established	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	direct call — structural inference only	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	Test/obsolete-reference defect — the test names App\Domain\Election\Security\OverlaySignal; the class exists at App\Domain\Election\Security\Simplified\OverlaySignal. EVIDENCE: filesystem. Consistent with a namespace reorganisation the test did not follow	JUnit run 2026-08-12; find over app/ locating the class under Simplified	Contributes nothing at present — the class cannot be loaded	Whatever OverlaySignal behaviour this protected is currently UNVERIFIED	NOT_ESTABLISHED — a moved namespace is not the same as a retired representation	Was the reorganisation deliberate, and should the test move or the class be re-exported? Business meaning NOT established
Tests\Unit\Domain\Election\Security\OverlaySignalTest::test_no_influence_signal_returns_all_neutral_values	Tests\Unit\Domain\Election\Security\OverlaySignalTest	test_no_influence_signal_returns_all_neutral_values	ERROR	0	0.000	Error: Class "App\Domain\Election\Security\OverlaySignal" not found	Domain (structural)	Election Security	NOT_ESTABLISHED — the test class was not read; only its failure mechanism was established	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	direct call — structural inference only	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	Test/obsolete-reference defect — the test names App\Domain\Election\Security\OverlaySignal; the class exists at App\Domain\Election\Security\Simplified\OverlaySignal. EVIDENCE: filesystem. Consistent with a namespace reorganisation the test did not follow	JUnit run 2026-08-12; find over app/ locating the class under Simplified	Contributes nothing at present — the class cannot be loaded	Whatever OverlaySignal behaviour this protected is currently UNVERIFIED	NOT_ESTABLISHED — a moved namespace is not the same as a retired representation	Was the reorganisation deliberate, and should the test move or the class be re-exported? Business meaning NOT established
Tests\Unit\Domain\Election\Security\OverlaySignalTest::test_signal_evidence_context_contains_no_raw_pii	Tests\Unit\Domain\Election\Security\OverlaySignalTest	test_signal_evidence_context_contains_no_raw_pii	ERROR	0	0.000	Error: Class "App\Domain\Election\Security\OverlaySignal" not found	Domain (structural)	Election Security	NOT_ESTABLISHED — the test class was not read; only its failure mechanism was established	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	direct call — structural inference only	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	Test/obsolete-reference defect — the test names App\Domain\Election\Security\OverlaySignal; the class exists at App\Domain\Election\Security\Simplified\OverlaySignal. EVIDENCE: filesystem. Consistent with a namespace reorganisation the test did not follow	JUnit run 2026-08-12; find over app/ locating the class under Simplified	Contributes nothing at present — the class cannot be loaded	Whatever OverlaySignal behaviour this protected is currently UNVERIFIED	NOT_ESTABLISHED — a moved namespace is not the same as a retired representation	Was the reorganisation deliberate, and should the test move or the class be re-exported? Business meaning NOT established
Tests\Unit\Domain\Election\Security\OverlaySignalTest::test_trust_elevation_request_carries_suggested_level	Tests\Unit\Domain\Election\Security\OverlaySignalTest	test_trust_elevation_request_carries_suggested_level	ERROR	0	0.000	Error: Class "App\Domain\Election\Security\OverlaySignal" not found	Domain (structural)	Election Security	NOT_ESTABLISHED — the test class was not read; only its failure mechanism was established	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	direct call — structural inference only	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	Test/obsolete-reference defect — the test names App\Domain\Election\Security\OverlaySignal; the class exists at App\Domain\Election\Security\Simplified\OverlaySignal. EVIDENCE: filesystem. Consistent with a namespace reorganisation the test did not follow	JUnit run 2026-08-12; find over app/ locating the class under Simplified	Contributes nothing at present — the class cannot be loaded	Whatever OverlaySignal behaviour this protected is currently UNVERIFIED	NOT_ESTABLISHED — a moved namespace is not the same as a retired representation	Was the reorganisation deliberate, and should the test move or the class be re-exported? Business meaning NOT established
Tests\Unit\Domain\Election\Security\OverlayStratificationTest::test_all_cases_exist	Tests\Unit\Domain\Election\Security\OverlayStratificationTest	test_all_cases_exist	PASSED	1	0.000		Domain (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\OverlayStratificationTest::test_contextual_layer_has_correct_value	Tests\Unit\Domain\Election\Security\OverlayStratificationTest	test_contextual_layer_has_correct_value	PASSED	1	0.000		Domain (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\OverlayStratificationTest::test_emergency_constitutional_has_correct_value	Tests\Unit\Domain\Election\Security\OverlayStratificationTest	test_emergency_constitutional_has_correct_value	PASSED	1	0.000		Domain (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\OverlayStratificationTest::test_governance_layer_has_correct_value	Tests\Unit\Domain\Election\Security\OverlayStratificationTest	test_governance_layer_has_correct_value	PASSED	1	0.000		Domain (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\OverlayStratificationTest::test_operational_layer_has_correct_value	Tests\Unit\Domain\Election\Security\OverlayStratificationTest	test_operational_layer_has_correct_value	PASSED	1	0.000		Domain (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\Simplified\ConstitutionalObservationContextTest::test_all_returns_array_of_overlay_signals	Tests\Unit\Domain\Election\Security\Simplified\ConstitutionalObservationContextTest	test_all_returns_array_of_overlay_signals	PASSED	4	0.000		Domain (structural)	Election Security — simplified model	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\Simplified\ConstitutionalObservationContextTest::test_conflicting_signals_both_preserved	Tests\Unit\Domain\Election\Security\Simplified\ConstitutionalObservationContextTest	test_conflicting_signals_both_preserved	PASSED	3	0.000		Domain (structural)	Election Security — simplified model	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\Simplified\ConstitutionalObservationContextTest::test_count_returns_correct_number	Tests\Unit\Domain\Election\Security\Simplified\ConstitutionalObservationContextTest	test_count_returns_correct_number	PASSED	1	0.000		Domain (structural)	Election Security — simplified model	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\Simplified\ConstitutionalObservationContextTest::test_empty_context_has_zero_count	Tests\Unit\Domain\Election\Security\Simplified\ConstitutionalObservationContextTest	test_empty_context_has_zero_count	PASSED	1	0.000		Domain (structural)	Election Security — simplified model	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\Simplified\ConstitutionalObservationContextTest::test_empty_factory_returns_empty_context	Tests\Unit\Domain\Election\Security\Simplified\ConstitutionalObservationContextTest	test_empty_factory_returns_empty_context	PASSED	2	0.000		Domain (structural)	Election Security — simplified model	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\Simplified\ConstitutionalObservationContextTest::test_holds_all_signals_without_ranking	Tests\Unit\Domain\Election\Security\Simplified\ConstitutionalObservationContextTest	test_holds_all_signals_without_ranking	PASSED	3	0.000		Domain (structural)	Election Security — simplified model	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\Simplified\ConstitutionalObservationContextTest::test_is_empty_returns_correct_state	Tests\Unit\Domain\Election\Security\Simplified\ConstitutionalObservationContextTest	test_is_empty_returns_correct_state	PASSED	2	0.000		Domain (structural)	Election Security — simplified model	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\Simplified\ConstitutionalObservationContextTest::test_no_authority_methods_exist	Tests\Unit\Domain\Election\Security\Simplified\ConstitutionalObservationContextTest	test_no_authority_methods_exist	PASSED	4	0.000		Domain (structural)	Election Security — simplified model	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Domain\Election\Security\Simplified\ConstitutionalObservationContextTest::test_no_ranking_methods_exist	Tests\Unit\Domain\Election\Security\Simplified\ConstitutionalObservationContextTest	test_no_ranking_methods_exist	PASSED	4	0.000		Domain (structural)	Election Security — simplified model	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
