seq	document_id	order_key	order_evidence	step	mtime	lane	bytes	n_math	n_introduced	introduced_top	path
1778	Q01158	4|001158	4-queue-position		2026-08-29T16:13	verification	17434	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260829_1612_prompt.md
1779	Q01159	4|001159	4-queue-position		2026-08-29T16:29	verification	8444	0	0		docs/knowledgeos/brainstorming/verification/spec/STEP-TRACE-B7-late-steps.md
1780	Q01160	4|001160	4-queue-position		2026-08-29T16:30	verification	6235	0	0		docs/knowledgeos/brainstorming/verification/spec/STEP-TRACE-B3-20260826-q-series.md
1781	Q01161	4|001161	4-queue-position		2026-08-29T19:14	verification	62041	0	0		docs/knowledgeos/brainstorming/verification/spec/STEP-TRACE-B1-20260825.md
1782	Q01162	4|001162	4-queue-position		2026-08-29T19:14	verification	94786	0	0		docs/knowledgeos/brainstorming/verification/spec/STEP-TRACE-B2-20260826-early.md
1783	Q01163	4|001163	4-queue-position		2026-08-29T19:14	verification	88701	207	0		docs/knowledgeos/brainstorming/verification/spec/STEP-TRACE-B4-20260827.md
1784	Q01164	4|001164	4-queue-position		2026-08-29T19:14	verification	60681	0	0		docs/knowledgeos/brainstorming/verification/spec/STEP-TRACE-B6-20260828-late.md
1785	Q01165	4|001165	4-queue-position		2026-08-29T19:16	verification	5820	0	0		docs/knowledgeos/brainstorming/verification/reports/PHASE2-BATCH-REPORT-1.md
1786	Q01166	4|001166	4-queue-position		2026-08-29T19:20	verification	16408	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260829_1910_prompt.md
1787	Q01167	4|001167	4-queue-position		2026-08-29T19:23	verification	91710	0	0		docs/knowledgeos/brainstorming/verification/spec/STEP-TRACE-B5-20260828-early.md
1788	Q01168	4|001168	4-queue-position		2026-08-29T19:23	verification	2465	0	0		docs/knowledgeos/brainstorming/verification/spec/STEP-TRACEABILITY-REGISTER.md
1789	Q01169	4|001169	4-queue-position		2026-08-29T19:32	verification	5776	1	0		docs/knowledgeos/brainstorming/verification/findings/TV-F-020-021-steps-001-010-source-findings.md
1790	Q01170	4|001170	4-queue-position		2026-08-29T19:34	verification	27177	0	0		docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-001-010.md
1791	Q01171	4|001171	4-queue-position		2026-08-29T19:46	verification	17940	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260829_1946_prompt.md
1792	Q01172	4|001172	4-queue-position		2026-08-29T19:49	verification	10057	0	0		docs/knowledgeos/brainstorming/verification/findings/TV-F-022-024-steps-011-025-source-findings.md
1793	Q01173	4|001173	4-queue-position		2026-08-29T19:51	verification	25134	0	0		docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-011-025.md
1794	Q01174	4|001174	4-queue-position		2026-08-29T19:56	verification	19435	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260829_1956_prompt.md
1795	Q01175	4|001175	4-queue-position		2026-08-29T20:06	verification	24245	0	0		docs/knowledgeos/brainstorming/verification/DEFINITION-VERIFICATION-REGISTER.md
1796	Q01176	4|001176	4-queue-position		2026-08-29T20:07	verification	66521	0	0		docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-025a-025g.md
1797	Q01177	4|001177	4-queue-position		2026-08-29T20:09	verification	65220	0	0		docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-025h-025z.md
1798	Q01178	4|001178	4-queue-position		2026-08-30T01:04	verification	12724	0	0		docs/knowledgeos/brainstorming/verification/findings/TV-F-025-028-025-series-findings.md
1799	Q01179	4|001179	4-queue-position		2026-08-30T01:08	verification	11620	0	0		docs/knowledgeos/brainstorming/verification/200-STEP-VERIFICATION-CHECKPOINT.md
1800	Q01180	4|001180	4-queue-position		2026-08-30T01:19	verification	80827	1	1	I_Liveness	docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-056-066.md
1801	Q01181	4|001181	4-queue-position		2026-08-30T01:20	verification	12287	0	0		docs/knowledgeos/brainstorming/verification/findings/TV-F-029-033-steps-056-066-findings.md
1802	Q01182	4|001182	4-queue-position		2026-08-30T01:21	verification	103118	0	0		docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-041-055.md
1803	Q01183	4|001183	4-queue-position		2026-08-30T01:23	verification	14737	0	0		docs/knowledgeos/brainstorming/verification/findings/TV-F-034-039-steps-041-055-findings.md
1804	Q01184	4|001184	4-queue-position		2026-08-30T01:24	verification	151080	0	0		docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-026-040.md
1805	Q01185	4|001185	4-queue-position		2026-08-30T01:27	verification	13224	0	0		docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-206-207.md
1806	Q01186	4|001186	4-queue-position		2026-08-30T01:28	verification	18881	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260830_0115_prompt.md
1807	Q01192	4|001192	4-queue-position		2026-08-30T01:40	verification	17609	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260830_0139_prompt
1808	Q01193	4|001193	4-queue-position		2026-08-30T01:40	verification	26787	0	0		docs/knowledgeos/brainstorming/verification/spec/AC-contradiction-register.md
1809	Q01201	4|001201	4-queue-position		2026-08-30T01:53	verification	21997	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260830_0150_prompt.md
1810	Q01202	4|001202	4-queue-position		2026-08-30T01:57	verification	26383	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260830_0157_prompt
1811	Q01205	4|001205	4-queue-position		2026-08-30T02:02	verification	24399	0	0		docs/knowledgeos/brainstorming/verification/00-VERIFY-SESSION-CHARTER.md
1812	Q01209	4|001209	4-queue-position		2026-08-30T09:14	verification	21531	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260830_0914_prompt.md
1813	Q01214	4|001214	4-queue-position		2026-08-30T09:27	verification	110440	0	0		docs/knowledgeos/brainstorming/verification/spec/STEP-TO-THEORY-TRACEABILITY.md
1814	Q01215	4|001215	4-queue-position		2026-08-30T09:35	verification	17351	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260830_935_prompts.md
1815	Q01217	4|001217	4-queue-position		2026-08-30T09:53	verification	17036	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260830_0952_prompt.md
1816	Q01220	4|001220	4-queue-position		2026-08-30T10:01	verification	3662	0	0		docs/knowledgeos/brainstorming/verification/CORPUS-INVENTORY-CURRENT.md
1817	Q01222	4|001222	4-queue-position		2026-08-30T10:05	verification	17036	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260830_1005_prompts.md
1818	Q01226	4|001226	4-queue-position		2026-08-30T10:21	verification	14216	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260830_1021_prompts.md
1819	Q01230	4|001230	4-queue-position		2026-08-30T10:34	verification	16851	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260830_1037_prompts.md
1820	Q01232	4|001232	4-queue-position		2026-08-30T10:44	verification	16767	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260830_1042_prompts.md
1821	Q01234	4|001234	4-queue-position		2026-08-30T10:55	verification	12925	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260830_1055_prompts.md
1822	Q01236	4|001236	4-queue-position		2026-08-30T11:03	verification	13597	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260830_1058.promts.md
1823	Q01238	4|001238	4-queue-position		2026-08-30T11:13	verification	16108	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260830_1110_prompts.md
1824	Q01240	4|001240	4-queue-position		2026-08-30T11:22	verification	17677	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260830_1112_promtps.md
1825	Q01244	4|001244	4-queue-position		2026-08-30T18:28	verification	15491	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260830_1828_prompts.md
1826	Q01247	4|001247	4-queue-position		2026-08-30T18:52	verification	18303	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260830_1852_prompts.md
1827	Q01257	4|001257	4-queue-position		2026-08-30T19:18	verification	16890	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260830_1918_prompts.md
1828	Q01278	4|001278	4-queue-position		2026-08-30T19:53	verification	13168	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260830_1931_prompts.md
1829	Q01279	4|001279	4-queue-position		2026-08-30T19:53	verification	16561	0	0		docs/knowledgeos/brainstorming/verification/prompts/20260830_1953_prompts.md
1830	Q01284	4|001284	4-queue-position		2026-08-30T20:35	verification	25382	12	5	k_A,Measurable,KOS_core,AccessScope,ARC	docs/knowledgeos/brainstorming/verification/gap-discovery/01-THEORY-EVOLUTION-MAP.md
1831	Q01285	4|001285	4-queue-position		2026-08-30T20:36	verification	5814	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/exec/kos_kernel.py
1832	Q01286	4|001286	4-queue-position		2026-08-30T20:36	verification	11627	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/exec/__pycache__/kos_kernel.cpython-313.pyc
1833	Q01287	4|001287	4-queue-position		2026-08-30T20:38	verification	7426	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/exec/exp_congruence.py
1834	Q01288	4|001288	4-queue-position		2026-08-30T20:39	verification	6245	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/exec/exp_measurement.py
1835	Q01289	4|001289	4-queue-position		2026-08-30T20:40	verification	8322	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/exec/exp_identity.py
1836	Q01290	4|001290	4-queue-position		2026-08-30T20:41	verification	630	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/exec/yaml_lite.py
1837	Q01292	4|001292	4-queue-position		2026-08-30T20:42	verification	1358	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/exec/__pycache__/yaml_lite.cpython-313.pyc
1838	Q01294	4|001294	4-queue-position		2026-08-30T20:46	verification	13633	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/exec/exp_ekp_bridge.py
1839	Q01296	4|001296	4-queue-position		2026-08-30T20:47	verification	10739	7	1	RelType	docs/knowledgeos/brainstorming/verification/gap-discovery/02-INDEPENDENT-THEORY-RECONSTRUCTION.md
1840	Q01298	4|001298	4-queue-position		2026-08-30T20:48	verification	6572	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/exec/exp_ontology.py
1841	Q01301	4|001301	4-queue-position		2026-08-30T20:51	verification	12465	4	0		docs/knowledgeos/brainstorming/verification/gap-discovery/03-FOUNDATIONAL-ONTOLOGY.md
1842	Q01303	4|001303	4-queue-position		2026-08-30T20:52	verification	12156	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/04-K-GAP-ANALYSIS.md
1843	Q01305	4|001305	4-queue-position		2026-08-30T20:52	verification	7295	0	0		docs/knowledgeos/brainstorming/verification/witnesses/reverify_construct.py
1844	Q01306	4|001306	4-queue-position		2026-08-30T20:52	verification	3603	0	0		docs/knowledgeos/brainstorming/verification/witnesses/reverify_kaudit.py
1845	Q01307	4|001307	4-queue-position		2026-08-30T20:52	verification	2509	0	0		docs/knowledgeos/brainstorming/verification/witnesses/reverify_construct_output.txt
1846	Q01308	4|001308	4-queue-position		2026-08-30T20:52	verification	2471	0	0		docs/knowledgeos/brainstorming/verification/witnesses/reverify_kaudit_output.txt
1847	Q01309	4|001309	4-queue-position		2026-08-30T20:53	verification	5485	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/exec/exp_assertion.py
1848	Q01310	4|001310	4-queue-position		2026-08-30T20:54	verification	10346	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/05-ASSERTION-SEMANTICS.md
1849	Q01311	4|001311	4-queue-position		2026-08-30T20:55	verification	6684	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/exec/exp_sigma.py
1850	Q01312	4|001312	4-queue-position		2026-08-30T20:56	verification	12365	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/06-SIGMA-GAP-ANALYSIS.md
1851	Q01313	4|001313	4-queue-position		2026-08-30T20:58	verification	9999	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/07-MEASUREMENT-THEORY-GAP.md
1852	Q01314	4|001314	4-queue-position		2026-08-30T20:58	verification	8316	2	0		docs/knowledgeos/brainstorming/verification/gap-discovery/08-EVIDENCE-GAP.md
1853	Q01315	4|001315	4-queue-position		2026-08-30T20:59	verification	7129	2	0		docs/knowledgeos/brainstorming/verification/gap-discovery/09-TRANSFORMATION-GAP.md
1854	Q01316	4|001316	4-queue-position		2026-08-30T21:00	verification	10793	2	0		docs/knowledgeos/brainstorming/verification/gap-discovery/10-GOVERNANCE-REFLEXIVITY-GAP.md
1855	Q01317	4|001317	4-queue-position		2026-08-30T21:01	verification	7779	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/exec/exp_provenance.py
1856	Q01318	4|001318	4-queue-position		2026-08-30T21:02	verification	9193	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/11-PROVENANCE-LINEAGE-HISTORY.md
1857	Q01319	4|001319	4-queue-position		2026-08-30T21:03	verification	9191	3	0		docs/knowledgeos/brainstorming/verification/gap-discovery/12-IDENTITY-EQUALITY-GAP.md
1858	Q01320	4|001320	4-queue-position		2026-08-30T21:04	verification	11755	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/13-IMPLEMENTATION-REALITY-CHECK.md
1859	Q01321	4|001321	4-queue-position		2026-08-30T21:05	verification	9969	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/14-FALSIFICATION-RESULTS.md
1860	Q01322	4|001322	4-queue-position		2026-08-30T21:06	verification	9940	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/15-UBIQUITOUS-LANGUAGE-GAP.md
1861	Q01323	4|001323	4-queue-position		2026-08-30T21:07	verification	16758	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/16-MASTER-GAP-REGISTER.md
1862	Q01324	4|001324	4-queue-position		2026-08-30T21:09	verification	23313	1	2	CLOSING,WORK	docs/knowledgeos/brainstorming/verification/gap-discovery/17-INDEPENDENT-GAP-DISCOVERY-VERDICT.md
1863	Q01325	4|001325	4-queue-position		2026-08-30T21:10	verification	4873	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/exec/OUT-assertion.txt
1864	Q01326	4|001326	4-queue-position		2026-08-30T21:10	verification	3279	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/exec/OUT-congruence.txt
1865	Q01327	4|001327	4-queue-position		2026-08-30T21:10	verification	8261	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/exec/OUT-ekp-bridge.txt
1866	Q01328	4|001328	4-queue-position		2026-08-30T21:10	verification	4481	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/exec/OUT-identity.txt
1867	Q01329	4|001329	4-queue-position		2026-08-30T21:10	verification	4588	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/exec/OUT-measurement.txt
1868	Q01330	4|001330	4-queue-position		2026-08-30T21:10	verification	4855	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/exec/OUT-ontology.txt
1869	Q01331	4|001331	4-queue-position		2026-08-30T21:10	verification	5861	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/exec/OUT-provenance.txt
1870	Q01332	4|001332	4-queue-position		2026-08-30T21:10	verification	4042	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/exec/OUT-sigma.txt
1871	Q01335	4|001335	4-queue-position		2026-08-30T21:10	verification	3232	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/exec/README.md
1872	Q01349	4|001349	4-queue-position		2026-08-30T21:19	verification	6900	0	0		docs/knowledgeos/brainstorming/verification/independent/witnesses/attack.py
1873	Q01350	4|001350	4-queue-position		2026-08-30T21:19	verification	2539	0	0		docs/knowledgeos/brainstorming/verification/independent/witnesses/ledger.py
1874	Q01351	4|001351	4-queue-position		2026-08-30T21:19	verification	4696	0	0		docs/knowledgeos/brainstorming/verification/independent/witnesses/attack_output.txt
1875	Q01352	4|001352	4-queue-position		2026-08-30T21:24	verification	5277	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/so_model.py
1876	Q01353	4|001353	4-queue-position		2026-08-30T21:24	verification	10706	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/__pycache__/so_model.cpython-313.pyc
1877	Q01354	4|001354	4-queue-position		2026-08-30T21:24	verification	6538	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/so_exp01_congruence_matrix.py
1878	Q01355	4|001355	4-queue-position		2026-08-30T21:25	verification	4700	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/so_exp02_invariant_expressibility.py
1879	Q01356	4|001356	4-queue-position		2026-08-30T21:30	verification	6048	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/so_exp03_adversarial_operations.py
1880	Q01357	4|001357	4-queue-position		2026-08-30T21:30	verification	9920	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/__pycache__/so_exp01_congruence_matrix.cpython-313.pyc
1881	Q01358	4|001358	4-queue-position		2026-08-30T21:31	verification	5644	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/so_exp04_mandated_invariants.py
1882	Q01359	4|001359	4-queue-position		2026-08-30T21:32	verification	7458	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/so_exp05_sigma_from_272.py
1883	Q01360	4|001360	4-queue-position		2026-08-30T21:34	verification	14179	3	2	IT,AN	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/01-OPERATION-UNIVERSE-ANALYSIS.md
1884	Q01361	4|001361	4-queue-position		2026-08-30T21:34	verification	9060	2	3	EXOGENOUS,ENDOGENOUSLY,RECORDED	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/02-AUTHORITY-BOUNDARY-ANALYSIS.md
1885	Q01362	4|001362	4-queue-position		2026-08-30T21:35	verification	8889	3	0		docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/03-DETERMINATION-SCOPE-ANALYSIS.md
1886	Q01363	4|001363	4-queue-position		2026-08-30T21:37	verification	10289	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/04-GAP-RECLASSIFICATION.md
1887	Q01364	4|001364	4-queue-position		2026-08-30T21:38	verification	8540	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/so_exp06_closure.py
1888	Q01365	4|001365	4-queue-position		2026-08-30T21:38	verification	7206	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/05-CANONICAL-DEPENDENCY-CLOSURE.md
1889	Q01366	4|001366	4-queue-position		2026-08-30T21:39	verification	7392	1	0		docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/06-NORMATIVE-DECISION-REGISTER.md
1890	Q01367	4|001367	4-queue-position		2026-08-30T21:40	verification	12802	3	4	ARE,DERIVABLE,CHOICES,REMAIN	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/07-SECOND-ORDER-VERDICT.md
1891	Q01368	4|001368	4-queue-position		2026-08-30T21:40	verification	3288	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/README.md
1892	Q01369	4|001369	4-queue-position		2026-08-30T21:40	verification	4003	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/OUT-01_congruence_matrix.txt
1893	Q01370	4|001370	4-queue-position		2026-08-30T21:40	verification	2933	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/OUT-02_invariant_expressibility.txt
1894	Q01371	4|001371	4-queue-position		2026-08-30T21:40	verification	8449	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/OUT-03_adversarial_operations.txt
1895	Q01372	4|001372	4-queue-position		2026-08-30T21:40	verification	2254	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/OUT-04_mandated_invariants.txt
1896	Q01373	4|001373	4-queue-position		2026-08-30T21:40	verification	3496	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/OUT-05_sigma_from_272.txt
1897	Q01374	4|001374	4-queue-position		2026-08-30T21:40	verification	4760	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/OUT-06_closure.txt
1898	Q01375	4|001375	4-queue-position		2026-08-30T21:41	verification	4238	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/00-ERRATA-TO-FIRST-ORDER.md
1899	Q01376	4|001376	4-queue-position		2026-08-30T21:43	verification	6975	0	0		docs/knowledgeos/brainstorming/verification/canonical-construction/exec/oderive.py
1900	Q01377	4|001377	4-queue-position		2026-08-30T21:43	verification	3160	0	0		docs/knowledgeos/brainstorming/verification/canonical-construction/exec/bandtest.py
1901	Q01378	4|001378	4-queue-position		2026-08-30T21:43	verification	4521	0	0		docs/knowledgeos/brainstorming/verification/canonical-construction/exec/OUT-oderive.txt
1902	Q01379	4|001379	4-queue-position		2026-08-30T21:43	verification	3320	0	0		docs/knowledgeos/brainstorming/verification/canonical-construction/exec/OUT-bandtest.txt
1903	Q01387	4|001387	4-queue-position		2026-08-30T22:33	verification	5408	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/premise_audit.py
1904	Q01388	4|001388	4-queue-position		2026-08-30T22:36	verification	9066	1	2	Strategically,Structurally	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/04-ARCHITECT-ASSESSMENT-OF-THE-MANDATE.md
1905	Q01390	4|001390	4-queue-position		2026-08-30T22:47	verification	8795	1	1	longer	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/02-GAP-FULFILMENT-UPDATE.md
1906	Q01391	4|001391	4-queue-position		2026-08-30T22:47	verification	7482	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/03-DECISION-BRIEF.md
1907	Q01392	4|001392	4-queue-position		2026-08-30T22:48	verification	10246	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/REVIEWER-DOSSIER.md
1908	Q01393	4|001393	4-queue-position		2026-08-30T22:53	verification	5992	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/sigma0_check.py
1909	Q01394	4|001394	4-queue-position		2026-08-30T22:56	verification	9180	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/falsify_sigma0.py
1910	Q01395	4|001395	4-queue-position		2026-08-30T23:05	verification	8374	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/resolve_275_vs_272b.py
1911	Q01396	4|001396	4-queue-position		2026-08-30T23:06	verification	9104	3	3	INVARIANT,RELATIVE,ASSESSMENT	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/07-SIGMA-VS-STRENGTH-RESOLUTION.md
1912	Q01397	4|001397	4-queue-position	272a	2026-08-30T23:15	verification	7483	1	0		docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/05-ADDENDUM-STEP-272A.md
1913	Q01399	4|001399	4-queue-position		2026-08-30T23:16	verification	24856	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/00-CORPUS-INVENTORY.md
1914	Q01400	4|001400	4-queue-position		2026-08-30T23:16	verification	9504	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/OUT-falsify_sigma0.txt
1915	Q01401	4|001401	4-queue-position		2026-08-30T23:16	verification	8477	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/OUT-resolve_275_vs_272b.txt
1916	Q01402	4|001402	4-queue-position		2026-08-30T23:16	verification	4502	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/OUT-sigma0_check.txt
1917	Q01403	4|001403	4-queue-position		2026-08-30T23:17	verification	11440	2	0		docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/08-GAP-UPDATE-STEPS-272-279.md
1918	Q01404	4|001404	4-queue-position		2026-08-30T23:17	verification	5248	0	0		docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/OUT-premise_audit.txt
1919	Q01405	4|001405	4-queue-position		2026-08-30T23:19	verification	7971	0	0		docs/knowledgeos/brainstorming/verification/step-280/exec/kos279.py
1920	Q01406	4|001406	4-queue-position		2026-08-30T23:19	verification	17111	0	0		docs/knowledgeos/brainstorming/verification/step-280/exec/__pycache__/kos279.cpython-313.pyc
1921	Q01407	4|001407	4-queue-position		2026-08-30T23:21	verification	5774	0	0		docs/knowledgeos/brainstorming/verification/step-280/exec/corpus.py
1922	Q01408	4|001408	4-queue-position		2026-08-30T23:21	verification	8517	0	0		docs/knowledgeos/brainstorming/verification/step-280/exec/__pycache__/corpus.cpython-313.pyc
1923	Q01409	4|001409	4-queue-position		2026-08-30T23:22	verification	11967	0	0		docs/knowledgeos/brainstorming/verification/step-280/exec/run_e_tests.py
1924	Q01410	4|001410	4-queue-position		2026-08-30T23:22	verification	5763	0	0		docs/knowledgeos/brainstorming/verification/step-280/exec/run_f_tests.py
1925	Q01411	4|001411	4-queue-position		2026-08-30T23:23	verification	5584	0	0		docs/knowledgeos/brainstorming/verification/step-280/exec/run_real_and_stats.py
1926	Q01412	4|001412	4-queue-position		2026-08-30T23:24	verification	2216	0	0		docs/knowledgeos/brainstorming/verification/step-280/exec/OUT-E-EXECUTION.txt
1927	Q01413	4|001413	4-queue-position		2026-08-30T23:24	verification	1622	0	0		docs/knowledgeos/brainstorming/verification/step-280/exec/OUT-F-EXECUTION.txt
1928	Q01414	4|001414	4-queue-position		2026-08-30T23:24	verification	4889	0	0		docs/knowledgeos/brainstorming/verification/step-280/exec/OUT-REAL-AND-STATS.txt
1929	Q01415	4|001415	4-queue-position		2026-08-30T23:24	verification	301	0	0		docs/knowledgeos/brainstorming/verification/step-280/exec/OUT-CORPUS.txt
1930	Q01416	4|001416	4-queue-position		2026-08-30T23:24	verification	49	0	0		docs/knowledgeos/brainstorming/verification/step-280/exec/OUT-TIMESTAMP.txt
1931	Q01420	4|001420	4-queue-position		2026-08-30T23:26	verification	1434	0	0		docs/knowledgeos/brainstorming/verification/step-280/02-TEST-CASE-SPECIFICATIONS.md
1932	Q01421	4|001421	4-queue-position		2026-08-30T23:26	verification	2142	0	0		docs/knowledgeos/brainstorming/verification/step-280/03-END-TO-END-TEST-RESULTS.md
1933	Q01422	4|001422	4-queue-position		2026-08-30T23:26	verification	2047	0	0		docs/knowledgeos/brainstorming/verification/step-280/04-FALSIFICATION-TEST-RESULTS.md
1934	Q01423	4|001423	4-queue-position		2026-08-30T23:26	verification	868	0	0		docs/knowledgeos/brainstorming/verification/step-280/05-REPLAY-TEST-RESULTS.md
1935	Q01424	4|001424	4-queue-position		2026-08-30T23:26	verification	1238	0	0		docs/knowledgeos/brainstorming/verification/step-280/06-EMPIRICAL-EVIDENCE-REGISTER.md
1936	Q01425	4|001425	4-queue-position		2026-08-30T23:26	verification	838	0	0		docs/knowledgeos/brainstorming/verification/step-280/07-REPRODUCIBILITY-REPORT.md
1937	Q01426	4|001426	4-queue-position		2026-08-30T23:26	verification	1850	0	0		docs/knowledgeos/brainstorming/verification/step-280/08-GAP-REGISTER-UPDATE.md
1938	Q01427	4|001427	4-queue-position		2026-08-30T23:27	verification	4781	0	0		docs/knowledgeos/brainstorming/verification/consolidation/exec/sigma.py
1939	Q01428	4|001428	4-queue-position		2026-08-30T23:27	verification	4441	0	0		docs/knowledgeos/brainstorming/verification/consolidation/exec/OUT-sigma.txt
1940	Q01439	4|001439	4-queue-position		2026-08-30T23:48	verification	10440	2	0		docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/09-GAP-UPDATE-STEPS-280-281.md
1941	Q01440	4|001440	4-queue-position		2026-08-30T23:48	verification	7971	0	0		docs/knowledgeos/brainstorming/verification/step-281/exec/kos279.py
1942	Q01441	4|001441	4-queue-position		2026-08-30T23:48	verification	2550	0	0		docs/knowledgeos/brainstorming/verification/step-281/exec/repairs.py
